"pieces","location_id","location_name","item_id","item_code","item_name","company_id","company_name","item_group_id","item_group_name","shopify product id","shopify product variant id","shopify product inventory id","is_bom","is_allocated"
1,1,Finish Goods,14287,LJ-R00204-14YGLGD-12,Stackable Round-Cut Solitaire Wedding Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8847893725402,46412604244186,48512903381210,1,0
1,1,Finish Goods,13119,LJ-R00188-14RGLGD-12,Radiant Cut Twist Solitaire Engagement Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8841060909274,46380509200602,48480743620826,1,0
1,1,Finish Goods,16873,LJ-R00516-18YGLGD-17,Sparkling Oval Cut Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8873295577306,46497101545690,48597517828314,1,0
1,1,Finish Goods,47140,LJ-E00409-14YGLGD,Vertical Grace Round Diamond Studs,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9007387377882,46815646089434,48917374370010,1,0
1,1,Finish Goods,47139,LJ-E00408-14RGLGD,Obsidian Glow Diamond Studs Earrings,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9120629883098,47244287148250,49348685594842,1,0
1,1,Finish Goods,47141,LJ-R00709-14YGLGD-12,Elara Marquise Solitaire and Round Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9084395421914,47107727425754,49211153613018,1,0
1,1,Finish Goods,47138,LJ-BR0122-14YGLGD-7,Red Cushion Halo Diamond Bracelet,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9044828913882,46960866394330,49063697449178,1,0
1,1,Finish Goods,47145,LJ-R00700-14YGLGD-12,Classic Pearl Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9056089702618,47006913036506,49110137471194,1,0
1,1,Finish Goods,42969,LJ-R00594-18YGLGD-12,Ribbed Shoulder Round Solitaire Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8987813839066,46743238213850,48844550308058,1,0
1,1,Finish Goods,47142,LJ-R00581-14YGLGD-14,Marquise Whisper Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9084394307802,47107713204442,49211139391706,1,0
1,1,Finish Goods,47151,LJ-E00416-14RGLGD,Cushira Diamond Stud Earrings,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,9011483082970,46828253544666,48930112471258,1,0
1,1,Finish Goods,43433,LJ-PD0239-18YGLGD,Round Diamond V-Bail Pendant,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,8988399304922,46746127728858,48847451914458,1,0
1,1,Finish Goods,47155,LJ-E00335-14YGLGD,Round Solitaire Diamond Halo Stud Earrings,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9065853059290,47052683182298,49155705602266,1,0
1,1,Finish Goods,10047,LJ-E00174-14YGLGD,Emerald Cut and Round Diamond Huggie Earrings,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,8860942139610,46458409844954,48558578958554,1,0
1,1,Finish Goods,47162,LJ-R00694-14YGLGD-12,"0.20 cts Dewdrop Diamond Ring",2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9058004467930,47027758563546,49131065180378,1,0
1,1,Finish Goods,47146,LJ-R00658-14WGLGD-14,Intertwined Emerald Cut Solitaire Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9058005811418,47027819938010,49131126554842,1,0
1,1,Finish Goods,47154,LJ-R00657-14YGLGD-12,Classic Lily-Cut Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9058436415706,47030814441690,49134137704666,1,0
1,1,Finish Goods,47144,LJ-E00411-14RGLGD,Round Ovale Dangling Earrings,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9008900243674,46822542639322,48924293890266,1,0
1,1,Finish Goods,39972,LJ-PD0206-14YGLGD,Bezel Set Round Diamond Pendant,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8859787198682,46454894657754,48555063935194,1,0
1,1,Finish Goods,47147,LJ-R00705-14YGLGD-13,"0.309 cts Pear Solitaire Classic Diamond Ring",2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9084395094234,47107722772698,49211148959962,1,0
1,1,Finish Goods,47152,LJ-R00706-14YGLGD-12,Trio Flourish Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9058436022490,47030812344538,49134135607514,1,0
1,1,Finish Goods,47143,LJ-PD0297-14YGLGD,Antiqua Drop Diamond Pendant Necklace,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9007387508954,46815646843098,48917375123674,1,0
1,1,Finish Goods,21372,LJ-R00475-14YGLGD-12,Luminous Emerald With Round Side Stone Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8919214424282,46599209976026,48699722989786,1,0
1,1,Finish Goods,47164,LJ-R00715-14YGLGD-14,The Trio Point Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9058435956954,47030812082394,49134135345370,1,0
1,1,Finish Goods,44355,LJ-R00606-14YGLGD-12,Chain Detailing Round Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8988400615642,46746170196186,48847491137754,1,0
1,1,Finish Goods,21706,LJ-R00470-14YGLGD-14,Elegant Marquise and Round Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8860992372954,46458565427418,48558734475482,1,0
1,1,Finish Goods,44727,LJ-R00599-14YGLGD-12,Round Solitaire Ring with Braided Detail,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,8988399141082,46746125041882,48847449227482,1,0
1,1,Finish Goods,43428,LJ-PD0238-18RGLGD,Tri Round Diamond Pendant,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8987813642458,46743236411610,48844548505818,1,0
1,1,Finish Goods,21790,LJ-R00469-14YGLGD-14,Marquise & Round Half Eternity Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8868701012186,46483086377178,48583363723482,1,0
1,1,Finish Goods,47158,LJ-P00201-14WGLGD,LJ-P00201-14WGLGD,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,,,,1,0
1,1,Finish Goods,43065,LJ-R00589-18RGLGD-10,Five-Stone Round and Marquise Diamond Ring,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,8989618208986,46751032901850,48852425703642,1,0
1,1,Finish Goods,43303,LJ-R00601-18YGLGD-10,Pear Diamond Tiara Ring,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,8987816755418,46743249649882,48844561744090,1,0
1,1,Finish Goods,47150,LJ-R00712-14YGLGD-12,Eden Twist Diamond Gap Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9084395880666,47107737911514,49211164098778,1,0
1,1,Finish Goods,42906,LJ-E00287-18RGLGD,Round Clover Diamond Stud Earrings,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8987019903194,46740775305434,48842088644826,1,0
1,1,Finish Goods,47170,LJ-R00596-18YGLGD-11,Fluttering Grace Diamond Ring,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,9086226628826,47130266730714,49233782374618,1,0
1,1,Finish Goods,9249,LJ-E00170-14RGLGD,Graduated Round Diamond Curve Earrings,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8868730667226,46483244843226,48583521960154,1,0
1,1,Finish Goods,47160,LJ-PD0302-14YGLGD,Circle of Brilliance Diamond Pendant Necklace,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9085104521434,47112358494426,49215801098458,1,0
1,1,Finish Goods,47168,LJ-R00714-14YGLGD-14,Eterna Line Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9084394635482,47107716284634,49211142471898,1,0
1,1,Finish Goods,44604,LJ-PD0240-18RGLGD,Round & Pear Diamond Butterfly Pendant,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8988400910554,46746179338458,48847500280026,1,0
1,1,Finish Goods,47172,LJ-NP0024-14YGLGD,Marquise Bloom Diamond Nosepin,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9109715648730,47201898168538,49305957400794,1,0
1,1,Finish Goods,47178,LJ-R00707-14RGLGD-14,Eternal Glow Solitaire Half-Bezel Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9013052899546,46836271120602,48938242670810,1,0
1,1,Finish Goods,40268,LJ-R00584-14RGLGD-11,Serpentine Sparkle Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8962968518874,46650120798426,48750719271130,1,0
1,1,Finish Goods,44437,LJ-R00604-14YGLGD-10,Round Diamond Solitaire Twist Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8988400779482,46746173440218,48847494381786,1,0
1,1,Finish Goods,47171,LJ-PD0262-14RGLGD,"0.53 ct Round Diamond Luna Halo Pendant",2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9043347013850,46956653969626,49059465429210,1,0
1,1,Finish Goods,47167,LJ-E00412-14YGLGD,Royal Heart Stud Earrings,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9008900440282,46822543524058,48924294775002,1,0
1,1,Finish Goods,47177,LJ-R00695-14YGLGD-14,Bubble Cluster Round Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9058004795610,47027767771354,49131074388186,1,0
1,1,Finish Goods,47182,LJ-PD0265-14YGLGD,Everleaf Marquise and Round Diamond Necklace,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9085759291610,47115548131546,49219007709402,1,0
1,1,Finish Goods,47176,LJ-R00698-14YGLGD-12,Florenza Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9056089538778,47006912020698,49110136455386,1,0
1,1,Finish Goods,47173,LJ-R00701-14YGLGD-14,Chevron Pearl Diamond Ring,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,9012909572314,46835353354458,48937321955546,1,1
1,1,Finish Goods,47179,LJ-E00414-14YGLGD,Diamond Dropline Stud Earrings,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9008900341978,46822543098074,48924294349018,1,0
1,1,Finish Goods,47169,LJ-E00288-18RGLGD,Luminous Pear & Round Diamond Hoop Earrings,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9043346751706,46956651806938,49059462119642,1,0
1,1,Finish Goods,47180,LJ-P00202-14RGLGD,LJ-P00202-14RGLGD,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,,,,1,0
1,1,Finish Goods,47184,LJ-PD0258-14YGLGD,Floating Round Diamond Pendant,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9020632891610,46859426037978,48961731035354,1,0
1,1,Finish Goods,10541,LJ-E00198-14YGLGD,Classic Oval & Round Diamond Halo Studs Earring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8881718001882,46516385841370,48616855765210,1,0
1,1,Finish Goods,47186,LJ-R00656-14YGLGD-12,Crown Triple Solitaire Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9058005156058,47027787595994,49131094212826,1,0
1,1,Finish Goods,47185,LJ-PD0260-14YGLGD,Circle of Grace Diamond Pendant Necklace,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9043346981082,46956653740250,49059465199834,1,0
1,1,Finish Goods,43221,LJ-R00597-18YGLGD-12,Round Diamond Flower Bypass Ring,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,8987815411930,46743243423962,48844555518170,1,0
1,1,Finish Goods,47325,LJ-E00352-14YGLGD,The Classic Bezel Stud Earrings,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9014489579738,46843832860890,48946067701978,1,0
1,1,Finish Goods,48196,LJ-E00367-14YGLGD,Dual Halo Diamond Dangle Earrings,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9014489678042,46843833352410,48946068193498,1,0
1,1,Finish Goods,48086,LJ-E00368-14YGLGD,Arc Line Round Diamond Climber Earrings,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,9011958710490,46830875214042,48932755079386,1,0
1,1,Finish Goods,47546,LJ-E00362-14YGLGD,Aurefly Diamond Stud Earrings,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9011349225690,46827953586394,48929810022618,1,0
1,1,Finish Goods,47342,LJ-E00355-14YGLGD,The Classic Pear Drop Solitaire Earrings,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9020673229018,46859483185370,48961788182746,1,0
1,1,Finish Goods,48657,LJ-PD0277-14YGLGD,Hexora-Enamel Cobalt Diamond Chain Pendant,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,9122076754138,47256049877210,49360442261722,1,0
1,1,Finish Goods,47408,LJ-E00358-14YGLGD,Timeless Oval Solitaire Diamond Studs,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9011958677722,46830875017434,48932754882778,1,0
1,1,Finish Goods,48753,LJ-PD0276-14YGLGD,Hexora-Enamel Onyx Diamond Chain Pendant,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,9122075148506,47256038867162,49360432267482,1,0
1,1,Finish Goods,47720,LJ-E00363-14YGLGD,Clover Loop Solitaire Stud Earrings,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9010472124634,46825344073946,48927116493018,1,0
1,1,Finish Goods,48190,LJ-E00370-14YGLGD,Tri-Edge Diamond Stud Earrings,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,9011349160154,46827953357018,48929809793242,1,0
1,1,Finish Goods,47534,LJ-PE0273-14YGLGD,Intertwined Diamond Stud Earrings,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9020673687770,46859483971802,48961788969178,1,0
1,1,Finish Goods,47978,LJ-E00364-14YGLGD,Round Diamond Evermore Studs,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9019445018842,46856985706714,48959273009370,1,0
1,1,Finish Goods,47355,LJ-PD0275-14YGLGD,Spiritual Symbol Diamond Pendant,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,,,,1,0
1,1,Finish Goods,47396,LJ-E00357-14YGLGD,Glint-Swing Diamond Dangling Earrings,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9013524529370,46838175400154,48940380618970,1,0
1,1,Finish Goods,47996,LJ-E00366-14YGLGD,The Ever-Sparkle Round Diamond Studs,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9021721084122,46863546286298,48965855019226,1,0
1,1,Finish Goods,47331,LJ-E00353-14YGLGD,"3-Prong Set Round Diamond Solitaire Stud Earrings",2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9014489514202,46843832074458,48946066915546,1,0
1,1,Finish Goods,47528,LJ-E00360-14YGLGD,The Oval Classic Solitaire Earrings,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9020673458394,46859483578586,48961788575962,1,0
1,1,Finish Goods,47817,LJ-R00663-14YGLGD-12,Eternal Tringle Sparkle Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9058002960602,47027693551834,49131000168666,1,0
1,1,Finish Goods,29379,LJ-R00049-14RGLGD-12,Celestial Flower Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8808062943450,46266054541530,48365790068954,1,0
1,1,Finish Goods,47903,LJ-R00664-14YGLGD-14,Heart Knot Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9058001977562,47027644235994,49130950852826,1,0
1,1,Finish Goods,1486,LJ-R00057-14YGLGD-10,Oval Sparkle Solitaire Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8825495290074,46332041265370,48432115286234,1,0
1,1,Finish Goods,5894,LJ-R00026-14RGLGD-9,Princess Shape Diamond with Halo Setting Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8809546318042,46270460625114,48370212438234,1,0
1,1,Finish Goods,48237,LJ-R00670-14YGLGD-14,Eternal Twine Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9033904980186,46932622901466,49035491508442,1,0
1,1,Finish Goods,32080,LJ-R00055-14RGLGD-13,Eternal Glow Solitaire Engagement Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8825492537562,46332036186330,48432110207194,1,0
1,1,Finish Goods,36221,LJ-R00085-14YWLGD-10,Dual-Tone Round Solitaire Engagement Ring,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,8828843786458,46339694231770,48439827464410,1,0
1,1,Finish Goods,10554,LJ-R00155-14YGLGD-12,Round-Cut Solitaire Engagement Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8831828066522,46349328580826,48449529577690,1,0
1,1,Finish Goods,48321,LJ-R00668-14YGLGD-14,Minimal Geometric Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9084396830938,47107745153242,49211171340506,1,0
1,1,Finish Goods,31743,LJ-R00053-14RGLGD-12,Whimsical Round Diamond Engagement Ring,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,8808185200858,46266375471322,48366111555802,1,0
1,1,Finish Goods,6735,LJ-R00029-14RGLGD-10,Oval Diamond Crossover Micro Pave Engagement Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8809545335002,46270450860250,48370202673370,1,0
1,1,Finish Goods,48403,LJ-R00667-14YGLGD-12,Three Diamond Channel Setting Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9058003484890,47027720749274,49131024154842,1,0
1,1,Finish Goods,32080,LJ-R00055-14RGLGD-13,Eternal Glow Solitaire Engagement Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8825492537562,46332036186330,48432110207194,1,0
1,1,Finish Goods,4330,LJ-R00019-14RGLGD-11,Tear Drop Shape Diamond with Halo Setting Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8808259059930,46266571489498,48366308360410,1,0
1,1,Finish Goods,11425,LJ-R00165-14YGLGD-12,Twist Marquise-Cut Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8830410064090,46344290992346,48444482879706,1,0
1,1,Finish Goods,48696,LJ-R00118-14YGLGD-12,Gemstone & Diamond Wide Band Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8905214984410,46551164125402,48651559338202,1,0
1,1,Finish Goods,48489,LJ-R00669-14YGLGD-14,luminous Round Solitaire Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9084397322458,47107749150938,49211174289626,1,0
1,1,Finish Goods,9600,LJ-R00044-14YGLGD-9,Pear Diamond Trilogy Engagement Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8808188477658,46266389823706,48366125908186,1,0
1,1,Finish Goods,4223,LJ-R00018-14RGLGD-12,Emerald Shape Diamond with Halo Setting Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8808258502874,46266568114394,48366304985306,1,0
1,1,Finish Goods,5619,LJ-R00120-14YGLGD-12,Round Solitaire with Diamond Accented Split Shank Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8838722322650,46373118542042,48473304301786,1,0
1,1,Finish Goods,48011,LJ-R00665-14YGLGD-14,Round Link Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9011483148506,46828254200026,48930113126618,1,0
1,1,Finish Goods,48557,LJ-R00596-14YGLGD-12,Fluttering Grace Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9086226628826,47120262070490,49223733444826,1,0
1,1,Finish Goods,47363,LJ-BR0097-14YGLGD-6.5,Oval Gem Round Diamond Chain Bracelet,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,9013528887514,46838182019290,48940387238106,1,0
1,1,Finish Goods,47555,LJ-BR0101-14YGLGD-6.5,Orbit Line Diamond Chain Bracelet,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9107907576026,47193930989786,49297875468506,1,0
1,1,Finish Goods,47495,LJ-BR0100-14YGLGD-6.5,Verdant Sparkle Diamond Chain Bracelet,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9108848345306,47197641605338,49301624160474,1,0
